-1.526878119,-0.108900979,-0.017838478,19.78733504,1.781145396,1.513234368,0.096556331,0.017846399,0.13104937,-0.189678945,-0.136687929,-0.131177004,0.189820134,0.136590653
-1.481711626,-0.09680254,-0.014761169,19.63806192,1.751421206,1.468086599,0.084437252,0.014786299,0.449208952,0.120581791,0.030447229,-0.449395252,-0.120376429,-0.030618457
-1.419566631,-0.085858963,-0.021610405,19.49285361,1.733913427,1.405953459,0.073480618,0.021631383,0.618209139,0.109015751,-0.068106874,-0.618327083,-0.108885838,0.068148185
-1.399295568,-0.11087174,-0.01760087,19.35157064,1.713411267,1.385691957,0.09848289,0.017623009,0.201596856,-0.248766324,0.039882318,-0.201691982,0.248870839,-0.039893871
-1.369596004,-0.08935108,-0.016559169,19.21578051,1.675867836,1.356016218,0.076936118,0.016580795,0.295266138,0.214384966,0.01036977,-0.295503199,-0.214125153,-0.010364664
-1.373284578,-0.109200671,-0.023088872,19.08123194,1.624246781,1.359738243,0.096749222,0.02311195,-0.037033205,-0.197135401,-0.064983351,0.036700383,0.197498443,0.064968912
-1.350639939,-0.119875059,-0.019284615,18.9491505,1.569749165,1.337127071,0.107387321,0.019318184,0.224975477,-0.105846409,0.037747016,-0.225308469,0.106207471,-0.037851403
-1.338531256,-0.106378235,-0.017774764,18.8173119,1.527854256,1.325044853,0.093861917,0.017807597,0.120215031,0.134574364,0.015029963,-0.120478359,-0.134290004,-0.015022637
-1.339531302,-0.097336918,-0.027089087,18.68590496,1.483525054,1.326073825,0.084789514,0.027125045,-0.010238012,0.090268138,-0.092706267,0.009950214,-0.089958831,0.092675172
-1.331455469,-0.087982737,-0.020619821,18.5554217,1.429520307,1.318034164,0.075396694,0.020669328,0.079992609,0.09345619,0.064232762,-0.080352512,-0.093071757,-0.064367576
-1.305138588,-0.108077601,-0.023808716,18.42714888,1.380785273,1.291751227,0.09545549,0.0238655,0.261508623,-0.19957998,-0.031801108,-0.261846355,0.199938849,0.031728705
-1.284076452,-0.124390855,-0.012854867,18.29926837,1.342993031,1.270713382,0.111743061,0.012918057,0.209321266,-0.162057237,0.108924306,-0.209562958,0.162312787,-0.108988047
-1.299116969,-0.100707985,-0.014299389,18.170004,1.31581697,1.285773349,0.088039696,0.014367021,-0.149842886,0.235842533,-0.01441683,0.149649364,-0.235638606,0.014372634
-1.271869659,-0.110149257,-0.01684721,18.04290966,1.28275546,1.258547889,0.097458092,0.016931606,0.270886485,-0.093710679,-0.025516976,-0.271103885,0.093938278,0.025350179
-1.250920057,-0.107256725,-0.017360596,17.91728179,1.255465956,1.23761899,0.09454406,0.017470573,0.208237287,0.028993885,-0.005362586,-0.208443277,-0.028779961,0.005108062
-1.252998829,-0.121001899,-0.015355858,17.79195005,1.232166437,1.239714921,0.108271349,0.015470857,-0.020853985,-0.136583079,0.019896669,0.020683255,0.136761026,-0.019946639
-1.254202008,-0.132915497,-0.011105649,17.66670621,1.209352082,1.240930395,0.120172177,0.011225671,-0.01209366,-0.118410242,0.04223854,0.011971332,0.118537303,-0.04228851
-1.223439693,-0.110737495,-0.009302042,17.54351161,1.185556792,1.21018527,0.097976331,0.009425702,0.305906265,0.220843089,0.017909234,-0.306077303,-0.220665545,-0.017945434
-1.233682394,-0.111857824,-0.013845379,17.42038648,1.165194494,1.220443985,0.099080111,0.013975444,-0.102071632,-0.010982334,-0.045268791,0.101912297,0.011146991,0.045205053
-1.212887883,-0.119990759,-0.016332215,17.29784901,1.149493327,1.199661818,0.107200448,0.016478821,0.20677734,-0.080795316,-0.024907967,-0.206900158,0.080920656,0.024743395
-1.217721343,-0.122228019,-0.019139212,17.1758114,1.139647525,1.20450276,0.10943018,0.019302648,-0.048166163,-0.022185265,-0.028096372,0.048091711,0.022260178,0.027928914
-1.194936514,-0.114673622,-0.014426191,17.05411892,1.13463698,1.181721801,0.10187212,0.014613891,0.226664825,0.075200795,0.046651955,-0.226703325,-0.075164352,-0.046893368
-1.170758367,-0.118873477,-0.00130201,16.93294176,1.137280558,1.157541266,0.106074657,0.001503995,0.24059024,-0.041814184,0.13044017,-0.240566491,0.041787502,-0.13058231
-1.164297819,-0.101506315,-0.010326738,16.81509089,1.140073519,1.151077072,0.088711394,0.01053696,0.06431711,0.172760098,-0.089875736,-0.064280824,-0.172798896,0.089793784
-1.159538984,-0.088711813,-0.01498083,16.69768362,1.137631376,1.146322173,0.075913208,0.015213127,0.047310049,0.127338733,-0.046526685,-0.047349211,-0.127302081,0.046307044
-1.139670968,-0.124492757,-0.005251145,16.58140072,1.14149762,1.126451943,0.111696847,0.005504937,0.197703794,-0.356038215,0.096594059,-0.19768177,0.356011402,-0.096807924
-1.095255375,-0.129943967,0.007294198,16.46696277,1.156710078,1.082022843,0.117162086,-0.007037416,0.44205839,-0.054377751,0.124793255,-0.441923992,0.054238168,-0.124823016
-1.088887095,-0.105825625,0.003147327,16.35462423,1.16508914,1.075645892,0.093052639,-0.002894986,0.063449061,0.239882938,-0.041216141,-0.063362781,-0.239971438,0.041260333
-1.064052224,-0.091285571,-0.000997009,16.2453506,1.159740886,1.050815988,0.078507432,0.001249127,0.247051298,0.144721155,-0.041232874,-0.247100729,-0.144669883,0.041235097
-1.063618422,-0.114726782,-0.005679796,16.13747457,1.152309648,1.050387227,0.101943523,0.005936936,0.004266073,-0.233183222,-0.046642524,-0.004316227,0.233234154,0.04659256
-1.081106544,-0.088866144,-0.003181132,16.02867189,1.151855153,1.067875481,0.076082959,0.003448472,-0.174003733,0.25730612,0.024759589,0.17400242,-0.257306845,-0.024861079
-1.068209171,-0.101159632,0.004987662,15.92030754,1.147049256,1.054979382,0.088375163,-0.004718649,0.128312939,-0.122304347,0.0812608,-0.128325613,0.122317115,-0.081277455
-1.061765432,-0.10049931,0.012363598,15.81221278,1.136074695,1.048542931,0.087707285,-0.012095455,0.064041072,0.006645223,0.073397364,-0.064113583,-0.006570044,-0.073388706
-1.051110387,-0.11935351,0.00538046,15.70462983,1.122180519,1.037900108,0.106548851,-0.005112897,0.105893413,-0.187468851,-0.069474698,-0.106015026,0.187594561,0.06948047
-1.052238703,-0.110380761,0.000736279,15.59871622,1.106314013,1.039040763,0.097563467,-0.000464855,-0.011349225,0.089402319,-0.046246848,0.01122646,-0.089276599,0.046208429
